bus_name,voltage_with_cap_pu,voltage_without_cap_pu,voltage_change_pu
Haywards 220 kV,1.02,1.02,0.0
Bunnythorpe 220 kV,1.0039431647315842,0.9952525836596675,0.00869058107191667
Hamilton 220 kV,0.9849525060718479,0.9640789369954621,0.020873569076385823
Otahuhu 220 kV,0.9787442913631274,0.9476397675153609,0.031104523847766408
Wilton 33 kV,1.0019515432718997,1.0019515432718997,0.0
